Cueanexo,Nombre_EE,Sector,Ámbito,Código de localidad,Localidad,Primario,Secundario,Jardín,id_depto
062128700,JARDÍN DE INFANTES RURAL Nº2,Estatal,Urbano,06819021,TORNQUIST,0,0,1,6819
062136400,JARDÍN DE INFANTES RURAL Nº2,Estatal,Rural,06588047,QUIROGA,0,0,1,6588
062138200,JARDÍN DE INFANTES RURAL Nº4,Estatal,Urbano,06735007,SAN ANTONIO DE ARECO,0,0,1,6735
062141400,JARDÍN DE INFANTES RURAL Nº3,Estatal,Rural,06014015,PEDRO P LASALLE,0,0,1,6014
062158900,JARDÍN DE INFANTES RURAL Nº7,Estatal,Urbano,06105028,SAN CARLOS DE BOLIVAR,0,0,1,6105
062159600,JARDÍN DE INFANTES RURAL Nº4 PROVINCIA DE SANTA CRUZ,Estatal,Rural,06581018,NECOCHEA,0,0,1,6581
062164400,JARDÍN DE INFANTES RURAL Nº4,Estatal,Urbano,06448008,LAPRIDA,0,0,1,6448
062169900,JARDÍN DE INFANTES RURAL Nº7,Estatal,Urbano,06315006,GENERAL JUAN MADARIAGA,0,0,1,6315
062199200,I.I.S.M.A.,Privado,Urbano,06260007,MONTE GRANDE,0,0,1,6260
062213500,JARDÍN DE INFANTES RURAL Nº6,Estatal,Rural,06455006,EL GUALICHO,0,0,1,6455
062213900,JARDÍN DE INFANTES RURAL Nº10,Estatal,Rural,06315013,LOS ZORZALES,0,0,1,6315
062215500,JARDÍN DE INFANTES RURAL Nº10,Estatal,Rural,06623014,GORNATTI,0,0,1,6623
062218800,JARDÍN DE INFANTES RURAL Nº4,Estatal,Rural,06655006,PUNTA INDIO,0,0,1,6655
062250100,JARDÍN DIALOGOS MUNRO,Privado,Urbano,06861007,MUNRO,0,0,1,6861
062300500,JARDÍN DE INFANTES RURAL Nº3,Estatal,Rural,06547013,SAN MARCELO,0,0,1,6547
062313700,ESCUELA DAILAN KIFKI,Privado,Urbano,06427015,VILLA MADERO,0,0,1,6427
062315300,JARDÍN MATERNAL Nº2,Estatal,Urbano,06760005,SAN MIGUEL,0,0,1,6760
062345700,ARCO IRIS,Privado,Urbano,06791044,TANDIL,0,0,1,6791
062349600,JARDÍN MATERNAL Nº1,Estatal,Urbano,06616005,PELLEGRINI,0,0,1,6616
062395600,ESTRELLA DE LA MAÑANA,Privado,Urbano,06763008,SAN NICOLAS DE LOS ARROYOS,0,0,1,6763
062406500,JARDÍN DE INFANTES DE CARÁCTER COMUNITARIO N°5,Estatal,Urbano,06427005,GONZALEZ CATAN,0,0,1,6427
062420600,JARDÍN MUNICIPAL Nº3 CASA DEL NIÑO SALABERRY,Estatal,Urbano,06658001,BERNAL,0,0,1,6658
062430600,JARDÍN DE INFANTES N°913,Estatal,Rural,06245007,ISLA SANTIAGO,0,0,1,6245
062433300,COLEGIO ARROYO DEL SUR,Privado,Urbano,06270001,CANNING,0,0,1,6270
100091800,JARDÍN MATERNAL II PASITOS CUIDADOS,Estatal,Urbano,10049016,SAN FERNANDO DEL VALLE DE CATAMARCA,0,0,1,10049
020007502,JIN D DE 18 (ESC. PRIM. N° 10 DE 18),Estatal,Urbano,02110001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020023901,JIN B JARDIN DE LOS PUENTES DE 09 (ESC.PRIM.N°15DE 9),Estatal,Urbano,02113001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020029500,INST.MERCEDES PACHECO,Privado,Urbano,02102001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020058001,JIN B DE 01 (ESC. PRIM. N° 10 DE 1),Estatal,Urbano,02103001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020061704,JIN B DE 05 (ESC. PRIM. N° 26 DE 05),Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020066400,INSTITUTO SAN RAFAEL,Privado,Urbano,02110001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020067600,INSTITUTO NUEVA POMPEYA,Privado,Urbano,02104001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020076900,INSTITUTO FELICIA RAMON DE PALACIOS,Privado,Urbano,02101001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020095402,JIN D DE 9 (ESC. PRIM. Nº 18 DE 09),Estatal,Urbano,02115001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020098800,JIC N° 01 DE 15,Estatal,Urbano,02112001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020130700,JIN C DE 20 (ESC. PRIM. Nº 16 DE 20),Estatal,Urbano,02109001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020147801,JIN C DE 02 (ESC. PRIM. Nº 3 DE 2),Estatal,Urbano,02105001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020154400,JIN E JUANA MANSO DE 17 (Nº 17),Estatal,Urbano,02111001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020154403,JIN E JUANA MANSO DE 17 (N° 08),Estatal,Urbano,02111001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020157403,JIN B DE 18 (ESC.PRIM. N°24 DE 18),Estatal,Urbano,02110001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020169204,JIN C DE 16 (ESC. PRIM. N°9 DE 16),Estatal,Urbano,02112001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020246700,JII Nº10 FRANCISCO PASCASIO MORENO 10 DE 06,Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020312100,JII N° 17 DE 05,Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020318100,ESCUELA INFANTIL MUNDO NIÑOS,Privado,Urbano,02106001,CIUDAD DE BUENOS AIRES,0,0,1,2000
029003001,INST.SOC.MIL.DR.DAMASO  GRAL SAN MARTIN),Estatal,Urbano,02114001,CIUDAD DE BUENOS AIRES,0,0,1,2000
060004300,JARDÍN DE INFANTES Nº915,Estatal,Urbano,06568001,CASTELAR,0,0,1,6568
060012800,JARDÍN DE INFANTES NUESTRA SRA.DE FATIMA,Privado,Urbano,06410002,ITUZAINGO,0,0,1,6410
060014500,JARDÍN DE INFANTES Nº924 MIGUEL LILLO,Estatal,Urbano,06568001,CASTELAR,0,0,1,6568
060019200,ESCUELA NUESTRA SEÑORA DEL ROSARIO,Privado,Urbano,06371013,VILLA BERNARDO MONTEAGUDO,1,0,1,6371
060025200,JARDÍN DE INFANTES DANTE ALIGHERI,Privado,Urbano,06126005,CAMPANA,0,0,1,6126
060030100,JARDÍN GUARDERIA BELEN,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060051100,JARDÍN DE INFANTES Nº927 ALFONSINA STORNI,Estatal,Urbano,06441027,LISANDRO OLMOS,0,0,1,6441
060058900,JARDÍN DE INFANTES Nº922,Estatal,Urbano,06427007,ISIDRO CASANOVA,0,0,1,6427
060086100,COLEGIO AMERICANO,Privado,Urbano,06763008,SAN NICOLAS DE LOS ARROYOS,0,0,1,6763
060091600,JARDÍN PATITO FEO,Privado,Urbano,06490031,VILLA CENTENARIO,0,0,1,6490
060092700,JARDÍN DE INFANTES Nº919,Estatal,Urbano,06035011,SARANDI,0,0,1,6035
060147100,JARDÍN DE INFANTES NUBECITA,Privado,Urbano,06525008,MARCOS PAZ,0,0,1,6525
060182300,JARDÍN DE INFANTES Nº929,Estatal,Urbano,06434007,REMEDIOS DE ESCALADA DE SAN MARTIN,0,0,1,6434
060187400,JARDÍN DE INFANTES Nº920 DR. VICTOR FELIX VILLEGAS,Estatal,Rural,06623016,JUAN A DE LA PEÑA,0,0,1,6623
060189300,JARDÍN DE INFANTES Nº917,Estatal,Urbano,06028003,BURZACO,0,0,1,6028
060195300,JARDÍN DE INFANTES Nº927 ELISEO CASANOVA,Estatal,Urbano,06056017,GRUMBEIN,0,0,1,6056
060196800,JARDÍN DE INFANTES Nº909 MARIA MONTESORI,Estatal,Rural,06392021,MASSEY,0,0,1,6392
060205700,JARDÍN DE INFANTES Nº944 JUANA AZURDUY,Estatal,Urbano,06658009,SAN FRANCISCO SOLANO,0,0,1,6658
060219900,JARDÍN DE INFANTES Nº935 EZEQUIEL M. ESTRADA,Estatal,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
060242000,JARDÍN DE INFANTES Nº939 DR. JOSÉ ALCIDES CRAVIOTO,Estatal,Urbano,06658040,EZPELETA OESTE,0,0,1,6658
060275900,JARDÍN DE INFANTES DEL SOL,Privado,Urbano,06805009,GENERAL PACHECO,0,0,1,6805
060300300,JARDÍN DE INFANTES LA ANUNCIACION,Privado,Urbano,06260005,LUIS GUILLON,0,0,1,6260
060303400,JARDÍN DE INFANTES Nº916,Estatal,Urbano,06364003,GENERAL RODRIGUEZ,0,0,1,6364
060323000,COLEGIO SANTA FE,Privado,Urbano,06515001,GRAND BOURG,1,0,1,6515
060324200,JARDÍN DE INFANTES Nº928 IDA REBOLI,Estatal,Urbano,06490005,LOMAS DE ZAMORA,0,0,1,6490
060332900,JARDÍN DE INFANTES Nº905,Estatal,Urbano,06778001,ALEJANDRO KORN,0,0,1,6778
060341500,JARDÍN DE INFANTES Nº914 MONSEÑOR VICENTE A. ADUCCI,Estatal,Urbano,06595027,OLAVARRIA,0,0,1,6595
060356800,ESCUELA MANUEL BELGRANO,Privado,Urbano,06189006,CORONEL DORREGO,1,0,1,6189
060367100,JARDÍN DE INFANTES MODELO SARA C. DE ECCLESTON,Privado,Urbano,06091031,BERAZATEGUI OESTE,0,0,1,6091
060408400,JARDÍN DE INFANTES Nº920 MERCEDITAS,Estatal,Urbano,06840002,CASEROS,0,0,1,6840
060438300,JARDÍN DE INFANTES Nº916,Estatal,Urbano,06028004,CLAYPOLE,0,0,1,6028
060453500,JARDÍN DE INFANTES Nº923 LUIS CARONTI,Estatal,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
060472300,JARDÍN DE INFANTES SATURNINO E.U.DE SAN JOSE,Privado,Urbano,06854001,25 DE MAYO,0,0,1,6854
060485500,JARDÍN DE INFANTES MANUEL BELGRANO,Privado,Urbano,06658008,QUILMES,0,0,1,6658
060495300,JARDÍN DE INFANTES Nº906 JUAN MARTÍN DE PUEYRREDON,Estatal,Urbano,06049005,AZUL,0,0,1,6049
060511600,JARDÍN DE INFANTES Nº916 MIRTA SAÑUDO DE CORTES,Estatal,Urbano,06182017,PUNTA ALTA,0,0,1,6182
060519700,JARDÍN DE INFANTES Nº909 ISLAS MALVINAS,Estatal,Urbano,06532011,MERCEDES,0,0,1,6532
060582900,JARDÍN DE INFANTES Nº917 MARIA MONTESORI,Estatal,Urbano,06126005,CAMPANA,0,0,1,6126
060592000,JARDÍN MUNICIPAL Nº31,Estatal,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060641100,JARDÍN DE INFANTES Nº924 JUANA PAULA MANSO,Estatal,Urbano,06560005,LA REJA,0,0,1,6560
060683500,JARDÍN MUNICIPAL CEBOLLITAS,Estatal,Urbano,06840005,CIUDADELA,0,0,1,6840
060700900,JARDÍN DE INFANTES RAYITO DE SOL,Privado,Urbano,06763008,SAN NICOLAS DE LOS ARROYOS,0,0,1,6763
060702800,JARDÍN DE INFANTES CASITA BLANCA,Privado,Urbano,06427016,VIRREY DEL PINO,0,0,1,6427
060886800,JARDÍN DE INFANTES Nº963,Estatal,Urbano,06441053,LOS HORNOS,0,0,1,6441
060889600,COLEGIO SANTA ANA,Privado,Urbano,06441022,JOSE HERNANDEZ,1,0,1,6441
060895200,JARDÍN DE INFANTES Nº904 GABRIELA MISTRAL,Estatal,Urbano,06260007,MONTE GRANDE,0,0,1,6260
060895300,INSTITUTO FATIMA,Privado,Urbano,06861011,VILLA MARTELLI,1,0,1,6861
060908300,JARDÍN MUNICIPAL Nº21 RICARDO GÜIRALDES,Estatal,Urbano,06357009,BATAN,0,0,1,6357
060911100,JARDÍN DE INFANTES EL REPOSTERITO,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060962900,JARDÍN DE INFANTES NUESTRA SEÑORA,Privado,Urbano,06469015,LINCOLN,0,0,1,6469
060981200,JARDÍN DE INFANTES Nº912 SAN IGNACIO DE LOYOLA,Estatal,Urbano,06595027,OLAVARRIA,0,0,1,6595
060987300,JARDÍN DE INFANTES CARITAS ALEGRES,Privado,Urbano,06091015,VILLA ESPAÑA,0,0,1,6091
061001300,JARDÍN DE INFANTES Nº911 GENERAL JOSÉ VIAMONTE,Estatal,Urbano,06497009,LUJAN,0,0,1,6497
061059300,JARDÍN DE INFANTES LA ARDILLITA,Privado,Urbano,06805008,EL TALAR,0,0,1,6805
061067300,ESCUELA CABRINI DE VILLA AMELIA,Privado,Urbano,06490001,BANFIELD,1,0,1,6490
061073600,JARDÍN DE INFANTES EL BARCO TRAVIESO,Privado,Urbano,06427003,CIUDAD EVITA,0,0,1,6427
061075400,JARDÍN DE INFANTES Nº906 MERCEDITAS SAN MARTIN,Estatal,Urbano,06791044,TANDIL,0,0,1,6791
061090300,JARDÍN DE INFANTES Nº907,Estatal,Urbano,06539008,SAN ANTONIO DE PADUA,0,0,1,6539
061105200,JARDÍN DE INFANTES Nº903 DR. RENÉ FAVALORO,Estatal,Urbano,06760004,MUÑIZ,0,0,1,6760
061112700,JARDÍN DE INFANTES Nº902 JUAN RAMON GIMENEZ,Estatal,Rural,06609022,MONES CAZON,0,0,1,6609
061186600,INSTITUTO JESUS MARIA PLAZA,Privado,Urbano,06427005,GONZALEZ CATAN,1,0,1,6427
061194200,INSTITUTO INMACULADA CONCEPCION,Privado,Urbano,06420010,SAN CLEMENTE DEL TUYU,1,0,1,6420
061197300,JARDÍN DE INFANTES Nº902 LOLA MORA,Estatal,Urbano,06644006,PINAMAR,0,0,1,6644
061226600,JARDÍN DE INFANTES Nº904 MARIQUITA SANCHEZ,Estatal,Urbano,06756003,BOULOGNE SUR MER,0,0,1,6756
061279200,JARDÍN DE INFANTES Nº912 ALDO OMAR FERREYRA,Estatal,Urbano,06420011,SANTA TERESITA,0,0,1,6420
061303200,ESCUELA ADVENTISTA DE AVELLANEDA,Privado,Urbano,06035001,AVELLANEDA,1,0,1,6035
061350300,JARDÍN DE INFANTES Nº937 DOLORESLOLA MORA,Estatal,Urbano,06539005,MERLO,0,0,1,6539
061358700,INSTITUTO NACIENTE,Privado,Urbano,06427005,GONZALEZ CATAN,0,0,1,6427
061383000,JARDÍN DE INFANTES Nº907,Estatal,Urbano,06778008,SAN VICENTE,0,0,1,6778
061417200,JARDÍN DE INFANTES NIÑO JESUS,Privado,Urbano,06427006,GREGORIO DE LAFERRERE,0,0,1,6427
061435500,JARDÍN DE INFANTES Nº922,Estatal,Urbano,06260002,EL JAGÜEL,0,0,1,6260
061488800,JARDÍN DE INFANTES Nº926,Estatal,Urbano,06260001,9 DE ABRIL,0,0,1,6260
061489400,JARDÍN DE INFANTES Nº985,Estatal,Urbano,06427012,SAN JUSTO,0,0,1,6427
061563700,COLEGIO REDEMPTORIS MISSIO,Privado,Urbano,06441026,LA PLATA,1,0,1,6441
061572200,JARDÍN DE INFANTES Nº941 CAROLA LORENZINI,Estatal,Urbano,06028008,LONGCHAMPS,0,0,1,6028
061592500,JARDÍN DE INFANTES SAN JOSE,Privado,Urbano,06714023,SALTO,0,0,1,6714
061700200,JARDÍN DE INFANTES Nº917,Estatal,Urbano,06770034,SAN PEDRO,0,0,1,6770
062007000,JARDÍN DE INFANTES Nº915 MATHILDE DIAZ VELEZ,Estatal,Urbano,06648001,GUERNICA,0,0,1,6648
062050300,JARDÍN DE INFANTES RURAL Nº12,Estatal,Rural,06693014,LA REFORMA,0,0,1,6693
062066400,JARDÍN DE INFANTES RURAL Nº4,Estatal,Urbano,06343006,RANCHOS,0,0,1,6343
062091400,JARDÍN DE INFANTES Nº949 LOS TEROS,Estatal,Urbano,06028020,SAN JOSE,0,0,1,6028
062126000,JARDÍN DE INFANTES RURAL Nº2,Estatal,Rural,06014025,CUARTEL IV,0,0,1,6014
062204400,JARDÍN DE INFANTES Nº924,Estatal,Urbano,06126005,CAMPANA,0,0,1,6126
062215100,JARDÍN DE INFANTES RURAL Nº6,Estatal,Rural,06476017,LA MALACARA,0,0,1,6476
062216500,JARDÍN DE INFANTES RURAL Nº12,Estatal,Rural,06049038,SIEMPRE AMIGOS,0,0,1,6049
062217200,JARDÍN DE INFANTES Nº951,Estatal,Urbano,06539005,MERLO,0,0,1,6539
062245500,JARDÍN DE INFANTES Nº923,Estatal,Urbano,06270005,TRISTAN SUAREZ,0,0,1,6270
062247500,JARDÍN MUNICIPAL RINCON FELIZ Nº3,Estatal,Urbano,06434007,REMEDIOS DE ESCALADA DE SAN MARTIN,0,0,1,6434
062287700,JARDÍN DE INFANTES ANGELITOS DE LA GUARDA,Privado,Urbano,06515001,GRAND BOURG,0,0,1,6515
062287800,JARDÍN DE INFANTES Nº910,Estatal,Urbano,06714023,SALTO,0,0,1,6714
062288400,JARDÍN DE INFANTES RURAL Nº5,Estatal,Rural,06042008,EL PORVENIR,0,0,1,6042
062301600,ASOCIACIÓN JARDÍN DRA. ALICIA MOREAU DE JUSTO,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
062307800,JARDÍN DE INFANTES Nº946,Estatal,Urbano,06091001,BERAZATEGUI,0,0,1,6091
062330200,COLEGIO DEL FARO,Privado,Urbano,06252001,BELEN DE ESCOBAR,0,0,1,6252
062330700,JARDÍN DE INFANTES Nº957,Estatal,Urbano,06028004,CLAYPOLE,0,0,1,6028
062351500,JARDÍN DE INFANTES Nº960,Estatal,Urbano,06028020,SAN JOSE,0,0,1,6028
062388300,JARDIN DE INFANTES N° 966,Estatal,Urbano,06560002,CUARTEL V,0,0,1,6560
062400600,JARDÍN DE INFANTES MANUELA CABRERA,Privado,Urbano,06658041,QUILMES OESTE,0,0,1,6658
062407100,JARDÍN DE INFANTES DE CARÁCTER COMUNITARIO N° 1,Estatal,Urbano,06490005,LOMAS DE ZAMORA,0,0,1,6490
062407600,JARDÍN DE INFANTES DE CARÁCTER COMUNITARIO N°21,Estatal,Urbano,06427005,GONZALEZ CATAN,0,0,1,6427
062409600,JARDIN DE INFANTES DE CARÁCTER COMUNITARIO N° 1,Estatal,Urbano,06274007,INGENIERO JUAN ALLAN,0,0,1,6274
069000602,LICEO MILITAR GENERAL SAN MARTÍN,Estatal,Urbano,06371007,GENERAL SAN MARTIN,0,0,1,6371
100072702,JIN N°16 - ANEXO 02 EN ESCUELA N°393,Estatal,Rural,10084018,MUTQUIN,0,0,1,10084
100078900,JIN N°20 - SEDE,Estatal,Rural,10035013,CORRAL QUEMADO,0,0,1,10035
100081900,JIN N°33 - SEDE,Estatal,Urbano,10021003,ANDALGALA,0,0,1,10021
100081903,JIN N°33 - ANEXO 03 EN ESCUELA N°286 SANTA LUCIA,Estatal,Rural,10021017,EL POTRERO,0,0,1,10021
100082103,JIN N°35 - ANEXO 03 EN ESCUELA N°306,Estatal,Rural,10105057,MESADA DE ZARATE,0,0,1,10105
100082203,JIN N°36 - ANEXO 03 - ESCUELA PRIMARIA N°309 MANUEL LAINEZ,Estatal,Rural,10105046,LA PUNTILLA DE SAN JOSE,0,0,1,10105
140000400,J.DE INF. LA SALLE,Privado,Urbano,14014005,CORDOBA,0,0,1,14014
140008700,FRANCISCO NARCISO LAPRIDA,Estatal,Rural,14105063,PASO DEL SAUCE,1,0,1,14105
140009800,MARIANO MORENO,Estatal,Rural,14105098,PUNTA DEL ARROYO,1,0,1,14105
140023400,GRAL. MANUEL BELGRANO,Estatal,Rural,14007014,EL QUEBRACHO,1,0,1,14007
140030900,J.DE INF. SENADOR NICOLAS PEDERNERA,Estatal,Urbano,14028021,CRUZ DEL EJE,0,0,1,14028
140082800,GENERAL SAN MARTIN,Estatal,Rural,14119039,COLONIA NORTE,1,0,1,14119
140084600,J.DE INF. PAULA ALBARRACIN,Estatal,Rural,14084016,MELO,0,0,1,14084
140114600,CECILIA GRIERSON,Estatal,Rural,14140159,CABITUYO,1,0,1,14140
140116700,J.DE INF. GRAL. SAN MARTIN,Estatal,Urbano,14119015,LUQUE,0,0,1,14119
140116800,ARTURO CAPDEVILA,Estatal,Rural,14119106,CAMPO ASINARI,1,0,1,14119
140128100,J.DE INF. DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,14056014,LOS CISNES,0,0,1,14056
140136100,J.DE INF. MANUEL ESTEBAN PIZARRO,Estatal,Urbano,14014005,CORDOBA,0,0,1,14014
140139700,HUSARES DE PUEYRREDON,Estatal,Rural,14175048,GUAYASCATE,1,0,1,14175
140143500,DR. DALMACIO VELEZ SARSFIELD,Estatal,Rural,14084035,COLONIA EL NOY,1,0,1,14084
140165602,J.DE INF. VICTOR MERCANTE ANEXO CERRO AZUL,Estatal,Rural,14021086,VILLA CERRO AZUL,0,0,1,14021
140188600,J.DE INF. GRAL. SAN MARTIN,Estatal,Urbano,14098002,ADELIA MARIA,0,0,1,14098
140191800,ELEANOR ROOSEVELT,Estatal,Rural,14140001,ABRA DEL MANZANO,1,0,1,14140
140195400,DOMINGO FAUSTINO SARMIENTO,Estatal,Rural,14056041,COLONIA SANTA PAULA,1,0,1,14056
140213300,J.DE INF. ROSARIO VERA PEÑALOZA,Estatal,Urbano,14063001,ALEJO LEDESMA,0,0,1,14063
140215700,CORONEL BENITO MACHADO,Estatal,Rural,14035043,EL CAMPITO,1,0,1,14035
140237100,JOSE MANUEL ESTRADA,Estatal,Rural,14007068,EL ESPINILLO,1,0,1,14007
140273100,J.DE INF. FRAY MAMERTO ESQUIU,Estatal,Urbano,14182008,CANALS,0,0,1,14182
140275800,COLEGIO PARROQUIAL JOSE MANUEL ESTRADA,Privado,Urbano,14105062,OBISPO TREJO,1,0,1,14105
140278800,ESC. NORMAL SUPERIOR DALMACIO VELEZ SARSFIELD,Estatal,Urbano,14140082,LAS VARILLAS,1,1,1,14140
140290700,J.DE INF. MALVINAS ARGENTINAS,Estatal,Urbano,14042007,ETRURIA,0,0,1,14042
140320600,GENERAL LAS HERAS,Estatal,Rural,14175059,SOCAVONES,1,0,1,14175
140326600,J.DE INF. ALEJANDRO CARBO,Estatal,Urbano,14014005,CORDOBA,0,0,1,14014
140344300,J.DE INF. CAP.DE FRAG.PEDRO E. GIACHINO,Estatal,Urbano,14021036,JESUS MARIA,0,0,1,14021
140393000,J.DE INF. LEOPOLDO LUGONES,Estatal,Urbano,14140004,ARROYITO,0,0,1,14140
140402500,NARCISO LAPRIDA,Estatal,Rural,14035032,RANQUELES,1,0,1,14035
020000800,DR MARTINIANO LEGUIZAMON,Estatal,Urbano,02109001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020007700,NIEVES ESCALADA DE OROMI,Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020059200,CASTO MUNITA,Estatal,Urbano,02113001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020080900,MANUELA PEDRAZA,Estatal,Urbano,02114001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020090600,PROF. RAUL L. BERNADELLI,Estatal,Urbano,02107001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020099100,GRECIA,Estatal,Urbano,02115001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020102500,CORNELIO SAAVEDRA,Estatal,Urbano,02112001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020113300,DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,02101001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020116100,ONESIMO LEGUIZAMON,Estatal,Urbano,02102001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020137400,PRIMERA JUNTA,Estatal,Urbano,02106001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020161800,JOSE ALFREDO FERREIRA,Estatal,Urbano,02110001,CIUDAD DE BUENOS AIRES,1,0,0,2000
020168200,CONTRALMIRANTE MARTIN GUERRICO,Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,1,0,0,2000
060002200,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 WILLIAM CASE MORRIS,Estatal,Urbano,06408003,WILLIAM C MORRIS,1,0,0,6408
060007700,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 JUAN MARTÍN DE PUEYRREDON,Estatal,Rural,06476021,LAS NUTRIAS,1,0,0,6476
060010800,COLEGIO ARZOBISPO JOSÉ ANTONIO DE SAN ALBERTO,Privado,Urbano,06357020,MAR DEL PLATA,1,0,0,6357
060012300,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 GRANADEROS DE SAN MARTIN,Estatal,Urbano,06408002,HURLINGHAM,1,0,0,6408
060013500,ESCUELA ALMAFUERTE,Privado,Urbano,06760001,BELLA VISTA,1,0,0,6760
060028900,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 TENIENTE GENERAL LUIS MARIA CAMPOS,Estatal,Rural,06700001,ABRA DEL HINOJO,1,0,0,6700
060030400,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 JOSÉ MANUEL ESTRADA,Estatal,Urbano,06833027,TRES ARROYOS,1,0,0,6833
060059900,ESCUELA DE EDUCACIÓN PRIMARIA Nº50 MARIANO MORENO,Estatal,Rural,06049022,LA SOFIA,1,0,0,6049
060060700,ESCUELA DE EDUCACIÓN PRIMARIA Nº41 PARAJE LAS ROSAS,Estatal,Rural,06049048,LAS ROSAS,1,0,0,6049
060061700,ESCUELA DE EDUCACIÓN PRIMARIA Nº37 ALMAFUERTE,Estatal,Rural,06049034,PABLO ACOSTA,1,0,0,6049
060066300,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 BARTOLOME MITRE,Estatal,Rural,06505018,EL DESTINO,1,0,0,6505
060068700,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 ANTARTIDA ARGENTINA,Estatal,Rural,06476022,LICENCIADO MATIENZO,1,0,0,6476
060071000,ESCUELA DE EDUCACIÓN PRIMARIA Nº17,Estatal,Rural,06791034,LAS NUMANCIAS,1,0,0,6791
060075800,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 ANTARTIDA ARGENTINA,Estatal,Rural,06826025,MARI LAUQUEN,1,0,0,6826
060111000,ESCUELA DE EDUCACIÓN PRIMARIA Nº32 SAN FRANCISCO SOLANO,Estatal,Urbano,06840005,CIUDADELA,1,0,0,6840
060113400,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 GUILLERMO ENRIQUE HUDSON,Estatal,Urbano,06091006,GUILLERMO E HUDSON,1,0,0,6091
060118200,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 ESTEBAN ECHEVERRIA,Estatal,Rural,06749025,3º SECCION DE ISLAS,1,0,0,6749
060120700,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 JOSÉ HERNANDEZ,Estatal,Rural,06651023,RIVADEO,1,0,0,6651
060127700,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 SANTIAGO DEL ESTERO,Estatal,Rural,06112014,MECHITA,1,0,0,6112
060130600,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 FLORENTINO AMEGHINO,Estatal,Rural,06672033,SANTA ADELA,1,0,0,6672
060143100,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 CORONEL DE MARINA NICOLAS JORGE,Estatal,Urbano,06245007,ISLA SANTIAGO,1,0,0,6245
060146500,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 JUAN BAUTISTA ALBERDI,Estatal,Urbano,06462019,LEANDRO N. ALEM,1,0,0,6462
060146800,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 SARGENTO CABRAL,Estatal,Rural,06224025,PICHEUTA,1,0,0,6224
060154800,ESCUELA DE EDUCACIÓN PRIMARIA Nº74 BATALLA DE MAIPU,Estatal,Urbano,06490004,LLAVALLOL,1,0,0,6490
